Region,City,City / neighborhood,The reference number of the deal,The date of the deal AD,Hijri date of the deal,Real estate classification,Real estate,The number of real estate,the price,Space
Riyadh region,Riyadh,Riyadh/Goodness,19910956,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910953,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910945,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910938,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910933,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910925,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910922,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910921,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910917,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910916,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910915,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910912,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910889,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910880,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910878,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910866,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910865,2023/05/11,10/21444,residential,piece of ground,1,"862,500",750.00
Riyadh region,Riyadh,Riyadh/Azizia,19686329,04/04/04/02,09/1444/1444,residential,piece of ground,1,"861,864",690.00
Riyadh region,Riyadh,Riyadh/Goodness,20288709,2023/06/29,12/12/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20188075,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20188060,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20188053,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20188038,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20188033,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187997,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",864.00
Riyadh region,Riyadh,Riyadh/Goodness,20187970,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",804.82
Riyadh region,Riyadh,Riyadh/Goodness,20187968,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187946,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000","1,012.00"
Riyadh region,Riyadh,Riyadh/Goodness,20187938,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187925,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187913,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187893,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187878,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187861,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",952.77
Riyadh region,Riyadh,Riyadh/Goodness,20187853,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187848,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187836,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187802,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187786,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187748,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187739,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187718,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187697,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20187664,2023/06/14,11/11/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20021490,2023/05/25,05/11/1444,residential,piece of ground,1,"860,000",437.50
Riyadh region,Riyadh,Riyadh/Goodness,19984121,2023/05/21,01/11/1444,residential,piece of ground,1,"860,000",875.00
Riyadh region,Riyadh,Riyadh/Goodness,19915345,2023/05/14,24/10/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19890864,2023/05/09,10/19/1444,residential,piece of ground,1,"860,000",840.00
Riyadh region,Riyadh,Riyadh/Goodness,19825272,2023/04/30,10/10/1444,residential,piece of ground,1,"860,000",750.00
Riyadh region,Riyadh,Riyadh/Sand,19823803,2023/04/30,10/10/1444,residential,piece of ground,1,"857,999",286.00
Riyadh region,Riyadh,Riyadh/Okaz,20242660,2023/06/20,12/12/1444,residential,piece of ground,1,"857,441",675.15
Riyadh region,Riyadh,Riyadh/Okaz,20203237,2023/06/18,29/11/1444,residential,piece of ground,1,"855,000",252.00
Riyadh region,Riyadh,Riyadh/Casablanca,20173017,2023/06/12,23/11/1444,residential,piece of ground,1,"854,000",250.00
Riyadh region,Riyadh,Riyadh/Sand,19688205,04/04/04/02,09/1444/1444,residential,piece of ground,1,"853,427",390.00
Riyadh region,Riyadh,Riyadh/Al -Naseem,20220579,2023/06/19,01/12/1444,residential,piece of ground,1,"853,250",437.50
Riyadh region,Riyadh,Riyadh/Okaz,20243053,2023/06/20,12/12/1444,residential,piece of ground,1,"853,224",671.83
Riyadh region,Riyadh,Riyadh/Goodness,20283769,2023/06/25,12/12/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Nammar,20262299,2023/06/21,12/12/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Sand,20230065,2023/06/20,12/12/1444,residential,piece of ground,1,"850,000",356.66
Riyadh region,Riyadh,Riyadh/Al -Badi'ah,20228940,2023/06/20,12/12/1444,residential,piece of ground,1,"850,000","1,090.05"
Riyadh region,Riyadh,Riyadh/Khalidiya,20227702,2023/06/20,12/12/1444,residential,piece of ground,1,"850,000",400.00
Riyadh region,Riyadh,Riyadh/Nammar,20244672,2023/06/20,12/12/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20220763,2023/06/19,01/12/1444,residential,piece of ground,1,"850,000","1,232.26"
Riyadh region,Riyadh,Riyadh/Mahdia,20193835,2023/06/15,26/11/1444,residential,piece of ground,1,"850,000",465.67
Riyadh region,Riyadh,Riyadh/Goodness,20187762,2023/06/14,11/11/1444,residential,piece of ground,1,"850,000",775.00
Riyadh region,Riyadh,Riyadh/Nammar,20188085,2023/06/14,11/11/1444,residential,piece of ground,1,"850,000","2,250.00"
Riyadh region,Riyadh,Riyadh/Goodness,20181246,2023/06/13,24/11/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20181335,2023/06/13,24/11/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,20181313,2023/06/13,24/11/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,20181292,2023/06/13,24/11/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,20181134,2023/06/13,24/11/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,20181019,2023/06/13,24/11/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Al -Sely,20174011,2023/06/12,23/11/1444,residential,piece of ground,1,"850,000",405.00
Riyadh region,Riyadh,Riyadh/Goodness,20166115,2023/06/11,11/22/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,20166202,2023/06/11,11/22/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/climate,20166832,2023/06/11,11/22/1444,residential,piece of ground,1,"850,000",387.50
Riyadh region,Riyadh,Riyadh/Tuwaiq,20136456,2023/06/07,11/18/1444,residential,piece of ground,1,"850,000",450.00
Riyadh region,Riyadh,Riyadh/Khalidiya,20121783,2023/06/06,17/11/1444,residential,piece of ground,1,"850,000",400.00
Riyadh region,Riyadh,Riyadh/Goodness,20098619,2023/06/04,15/15/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20075947,2023/06/01,11/12/1444,residential,piece of ground,1,"850,000",750.01
Riyadh region,Riyadh,Riyadh/Goodness,20078420,2023/06/01,11/12/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20081851,2023/06/01,11/12/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20081741,2023/06/01,11/12/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Al -Suwaidi,20076148,2023/06/01,11/12/1444,residential,piece of ground,1,"850,000",230.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20065412,2023/05/31,11/11/1444,residential,piece of ground,1,"850,000",484.00
Riyadh region,Riyadh,Riyadh/Nammar,20057606,2023/05/30,11/11/1444,residential,piece of ground,1,"850,000",900.00
Riyadh region,Riyadh,Riyadh/Goodness,20037537,2023/05/28,08/11/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20013831,2023/05/24,04/11/1444,residential,piece of ground,1,"850,000",759.00
Riyadh region,Riyadh,Riyadh/Goodness,20013790,2023/05/24,04/11/1444,residential,piece of ground,1,"850,000",759.00
Riyadh region,Riyadh,Riyadh/Goodness,20013777,2023/05/24,04/11/1444,residential,piece of ground,1,"850,000",759.00
Riyadh region,Riyadh,Riyadh/Goodness,20013731,2023/05/24,04/11/1444,residential,piece of ground,1,"850,000",759.00
Riyadh region,Riyadh,Riyadh/Mahdia,19998910,2023/05/23,03/11/1444,residential,piece of ground,1,"850,000",454.43
Riyadh region,Riyadh,Riyadh/Goodness,20001570,2023/05/23,03/11/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20005190,2023/05/23,03/11/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/milk,20005431,2023/05/23,03/11/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Nammar,19989628,2023/05/22,02/11/1444,residential,piece of ground,1,"850,000",900.00
Riyadh region,Riyadh,Riyadh/Goodness,19972585,2023/05/20,10/30/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,19972583,2023/05/20,10/30/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,19972579,2023/05/20,10/30/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,19971356,2023/05/19,10/21/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Daakna,19966036,2023/05/18,10/28/1444,residential,piece of ground,1,"850,000",600.00
Riyadh region,Riyadh,Riyadh/Mahdia,19944452,2023/05/16,10/26/1444,residential,piece of ground,1,"850,000",375.00
Riyadh region,Riyadh,Riyadh/Al -Naseem,19926535,2023/05/14,24/10/1444,residential,piece of ground,1,"850,000",625.00
Riyadh region,Riyadh,Riyadh/Goodness,19910102,2023/05/11,10/21444,residential,piece of ground,1,"850,000",780.01
Riyadh region,Riyadh,Riyadh/Goodness,19903202,2023/05/11,10/21444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/ East,19909699,2023/05/11,10/21444,residential,piece of ground,1,"850,000","1,989.45"
Riyadh region,Riyadh,Riyadh/Nammar,19892946,2023/05/10,10/20/1444,residential,piece of ground,1,"850,000","1,104.12"
Riyadh region,Riyadh,Riyadh/Azizia,19882254,2023/05/08,10/18/1444,residential,piece of ground,1,"850,000",375.00
Riyadh region,Riyadh,Riyadh/Tuwaiq,19877501,2023/05/08,10/18/1444,residential,piece of ground,1,"850,000",412.50
Riyadh region,Riyadh,Riyadh/Uhud,19854155,2023/05/07,17/10/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Nammar,19851016,2023/05/06,10/16/1444,residential,piece of ground,1,"850,000",900.00
Riyadh region,Riyadh,Riyadh/Azizia,19849726,04/05/2023,1444/10/1444,residential,piece of ground,1,"850,000",500.00
Riyadh region,Riyadh,Riyadh/Al -Arja,19845404,04/05/2023,1444/10/1444,residential,piece of ground,1,"850,000",400.00
Riyadh region,Riyadh,Riyadh/Janadriyah,19850178,04/05/2023,1444/10/1444,residential,piece of ground,1,"850,000",270.00
Riyadh region,Riyadh,Riyadh/Goodness,19756744,2023/04/11,09/1444/1444,residential,piece of ground,1,"850,000",732.30
Riyadh region,Riyadh,Riyadh/Manfuhah,19744892,04/04/04,09/18/1444,residential,piece of ground,1,"850,000",170.60
Riyadh region,Riyadh,Riyadh/Goodness,19726636,04/04/04/06,09/15/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19700865,2023/04/03,1244/12/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,19700829,2023/04/03,1244/12/1444,residential,piece of ground,1,"850,000",780.00
Riyadh region,Riyadh,Riyadh/Goodness,19692752,2023/04/03,1244/12/1444,residential,piece of ground,1,"850,000",750.00
Riyadh region,Riyadh,Riyadh/Okaz,20243396,2023/06/20,12/12/1444,residential,piece of ground,1,"849,008",668.51
Riyadh region,Riyadh,Riyadh/Azizia,20075609,2023/06/01,11/12/1444,residential,piece of ground,1,"847,428",375.00
Riyadh region,Riyadh,Riyadh/Casablanca,20186890,2023/06/14,11/11/1444,residential,piece of ground,1,"846,400",312.50
Riyadh region,Riyadh,Riyadh/Goodness,19910570,2023/05/11,10/21444,residential,piece of ground,1,"845,526",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910811,2023/05/11,10/21444,residential,piece of ground,1,"845,526",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910774,2023/05/11,10/21444,residential,piece of ground,1,"845,526",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910741,2023/05/11,10/21444,residential,piece of ground,1,"845,526",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910699,2023/05/11,10/21444,residential,piece of ground,1,"845,526",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910669,2023/05/11,10/21444,residential,piece of ground,1,"845,526",750.00
Riyadh region,Riyadh,Riyadh/Goodness,19910913,2023/05/11,10/21444,residential,piece of ground,1,"845,526",735.24
Riyadh region,Riyadh,Riyadh/Goodness,19910881,2023/05/11,10/21444,residential,piece of ground,1,"845,526",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20185864,2023/06/14,11/11/1444,residential,piece of ground,1,"845,000",750.00
Riyadh region,Riyadh,Riyadh/Sand,20071045,2023/05/31,11/11/1444,residential,piece of ground,1,"843,700",286.00
Riyadh region,Riyadh,Riyadh/Sand,20057977,2023/05/30,11/11/1444,residential,piece of ground,1,"843,700",286.00
Riyadh region,Riyadh,Riyadh/Goodness,20245604,2023/06/20,12/12/1444,residential,piece of ground,1,"840,000",750.00
Riyadh region,Riyadh,Riyadh/Okaz,20165791,2023/06/11,11/22/1444,residential,piece of ground,1,"840,000",700.00
Riyadh region,Riyadh,Riyadh/Okaz,20165638,2023/06/11,11/22/1444,residential,piece of ground,1,"840,000",700.00
Riyadh region,Riyadh,Riyadh/Okaz,20165844,2023/06/11,11/22/1444,residential,piece of ground,1,"840,000",700.00
Riyadh region,Riyadh,Riyadh/Al -Safa,20167201,2023/06/11,11/22/1444,residential,piece of ground,1,"840,000",240.00
Riyadh region,Riyadh,Riyadh/Okaz,20141435,2023/06/08,19/11/1444,residential,piece of ground,1,"840,000",600.00
Riyadh region,Riyadh,Riyadh/Goodness,20080851,2023/06/01,11/12/1444,residential,piece of ground,1,"840,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20080987,2023/06/01,11/12/1444,residential,piece of ground,1,"840,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20065297,2023/05/31,11/11/1444,residential,piece of ground,1,"840,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20056557,2023/05/30,11/11/1444,residential,piece of ground,1,"840,000",750.00
Riyadh region,Riyadh,Riyadh/ Al -Bayan,20058832,2023/05/30,11/11/1444,residential,piece of ground,1,"840,000",420.00
Riyadh region,Riyadh,Riyadh/Okaz,20038574,2023/05/28,08/11/1444,residential,piece of ground,1,"840,000",600.00
Riyadh region,Riyadh,Riyadh/Okaz,20038676,2023/05/28,08/11/1444,residential,piece of ground,1,"840,000",600.00
Riyadh region,Riyadh,Riyadh/Nammar,20029238,2023/05/27,07/11/1444,residential,piece of ground,1,"840,000",750.00
Riyadh region,Riyadh,Riyadh/ Al -Zahir,19984114,2023/05/21,01/11/1444,residential,piece of ground,1,"840,000","1,950.00"
Riyadh region,Riyadh,Riyadh/Badr,19903701,2023/05/11,10/21444,residential,piece of ground,2,"840,000",840.00
Riyadh region,Riyadh,Riyadh/ Al -Bayan,20114871,2023/06/05,16/11/1444,residential,piece of ground,1,"838,500",390.00
Riyadh region,Riyadh,Riyadh/Al -Qadisiyah,19850281,04/05/2023,1444/10/1444,residential,piece of ground,1,"837,000",408.00
Riyadh region,Riyadh,Riyadh/Goodness,20228383,2023/06/20,12/12/1444,residential,piece of ground,1,"835,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20057490,2023/05/30,11/11/1444,residential,piece of ground,1,"835,000",487.50
Riyadh region,Riyadh,Riyadh/Goodness,20057466,2023/05/30,11/11/1444,residential,piece of ground,1,"835,000",487.50
Riyadh region,Riyadh,Riyadh/Goodness,19877658,2023/05/08,10/18/1444,residential,piece of ground,1,"835,000",749.99
Riyadh region,Riyadh,Riyadh/Goodness,20022020,2023/05/25,05/11/1444,residential,piece of ground,1,"834,550",750.00
Riyadh region,Riyadh,Riyadh/Rabwah,19848258,04/05/2023,1444/10/1444,residential,piece of ground,1,"834,000",281.88
Riyadh region,Riyadh,Riyadh/Mahdia,20287864,2023/06/27,12/12/1444,residential,piece of ground,1,"830,000",450.00
Riyadh region,Riyadh,Riyadh/Goodness,20173139,2023/06/12,23/11/1444,residential,piece of ground,1,"830,000",600.00
Riyadh region,Riyadh,Riyadh/Goodness,20174357,2023/06/12,23/11/1444,residential,piece of ground,1,"830,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20167179,2023/06/11,11/22/1444,residential,piece of ground,1,"830,000",750.00
Riyadh region,Riyadh,Riyadh/Goodness,20144121,2023/06/08,19/11/1444,residential,piece of ground,1,"830,000","1,299.08"
Riyadh region,Riyadh,Riyadh/Malaz,20128227,2023/06/07,11/18/1444,residential,piece of ground,1,"830,000",440.00
Riyadh region,Riyadh,Riyadh/Al -Arja,20131960,2023/06/07,11/18/1444,residential,piece of ground,1,"830,000",400.00
Riyadh region,Riyadh,Riyadh/Nammar,20133204,2023/06/07,11/18/1444,residential,piece of ground,1,"830,000",903.00
Riyadh region,Riyadh,Riyadh/Shubra,20106875,2023/06/05,16/11/1444,residential,piece of ground,1,"830,000",500.00
Riyadh region,Riyadh,Riyadh/Al -Hazm,20105528,2023/06/05,16/11/1444,residential,piece of ground,1,"830,000",262.50
Riyadh region,Riyadh,Riyadh/Nammar,20099330,2023/06/04,15/15/1444,residential,piece of ground,1,"830,000",750.00
